NPI,lst_nm,frst_nm,source,Quality_category_score,PI_category_score,IA_category_score,final_MIPS_score_without_CPB,final_MIPS_score
1245640705,YANG,CHAO,group,99.7,,40,99.8,100
1932630530,ROYER,CAROLINE,apm,96.5,81.5,40,92.7,99.3
1134462179,SALIMI,NAYEMA,apm,100,72.7,40,91.8,97
1376744565,HICKS,ALFRED,individual,,,,45,45
1497934285,NAUJOKS,RYAN,individual,,,,45,45
1578643367,REARDON,TERRY,individual,,,,45,45
1588747349,LARSON,THOMAS,individual,,,,45,45
1265842900,PAGE,STEPHANIE,apm,100,72.4,40,91.7,99.8
1134425291,TUCKER,NICOLE,group,95.7,,40,96.4,99.6
1508910878,HOULE,SHAUNNA,group,95.7,,40,96.4,99.6
1508927203,BROWER,TIFFANY,group,95.7,,40,96.4,99.6
1659555340,MILANI,JOY,group,95.7,,40,96.4,99.6
1740658079,ROBERTS,AMANDA,group,95.7,,40,96.4,99.6
1821056342,COONEY,THOMAS,group,95.7,,40,96.4,99.6
1891900213,SYLVIA,BRENT,group,95.7,,40,96.4,99.6
1144216045,CAMINITI,STEPHEN,apm,97.4,84.9,40,94.2,100
1144670639,LEE KIM,MARISA,apm,97.4,84.9,40,94.2,100
1164719159,BETZ,CHRISTOPHER,apm,97.4,84.9,40,94.2,100
1164782835,UPADHYAY,SHWETA,apm,97.4,84.9,40,94.2,100
1245227586,BONDHUS,NELSON,apm,97.4,84.9,40,94.2,100
1255666350,RIFAEY,RANIA,apm,97.4,84.9,40,94.2,100
1275760886,PIRACHA,NAUMAN,apm,97.4,84.9,40,94.2,100
1285807768,SHANMUGAM,BALASUBRAMANIAN,apm,97.4,84.9,40,94.2,100
1336345941,HOWELL,RONALD,apm,97.4,84.9,40,94.2,100
1346451234,ZHU,LI,apm,97.4,84.9,40,94.2,100
1396930079,RICKEY,LESLIE,apm,97.4,84.9,40,94.2,100
1407233547,IDREES,SANA,apm,97.4,84.9,40,94.2,100
1447392485,KUMAR,TOSHITA,apm,97.4,84.9,40,94.2,100
1457644668,BLACK,ROBERT,apm,97.4,84.9,40,94.2,100
1477548451,ZWEIG,RICHARD,apm,97.4,84.9,40,94.2,100
1538362249,KOTA,VENKATA,apm,97.4,84.9,40,94.2,100
1548493273,PITTARI,CARA,apm,97.4,84.9,40,94.2,100
1588655757,CHERNESKIE,JOSEPH,apm,97.4,84.9,40,94.2,100
1588891196,RISTAU,BENJAMIN,apm,97.4,84.9,40,94.2,100
1639308810,HAMMERICH,KAI,apm,97.4,84.9,40,94.2,100
1659761948,SHAH,KETANKUMAR,apm,97.4,84.9,40,94.2,100
1689873457,UPADHYAY,ASHISH,apm,97.4,84.9,40,94.2,100
1770804536,MATHEW,SALIL,apm,97.4,84.9,40,94.2,100
1811209547,KAUR,DILPREET,apm,97.4,84.9,40,94.2,100
1821471665,ULYANOVSKIY,PHILLIP,apm,97.4,84.9,40,94.2,100
1851524557,SHARMA,ARCHANA,apm,97.4,84.9,40,94.2,100
1881680775,ALTHERR,DORIS,apm,97.4,84.9,40,94.2,100
1922294222,SHAH,TEJAL,apm,97.4,84.9,40,94.2,100
1932163292,PASHA,SAIMA,apm,97.4,84.9,40,94.2,100
1578622031,TROTTER,MARIANNE,apm,100,82.3,40,94.7,100
1659660090,BORJA,NEIL,apm,100,82.3,40,94.7,100
1245238385,ROGERS,STEPHEN,individual,,,,45,45
1275528549,GALLUCCI,ROBERT,individual,,,,45,45
1447336474,SWENBY,CHRISTIAN,group,100,59,40,87.7,91.5
1801995543,MCLEAN,CLINTON,group,100,59,40,87.7,91.5
1821002346,BUCK,ROBERT,group,100,59,40,87.7,91.5
1992143895,DESAI,BIJAL,group,100,59,40,87.7,91.5
1043212350,PINTO,FRANK,group,,,,45,45
1871709147,BANDOW,GRACE,group,,,,45,45
1053341685,BHATTACHARYA,SUBROTO,individual,89.4,65,40,83.6,88.7
1184030959,AKHTAR,RABIA,apm,100,64.3,40,89.3,95.5
1033151295,LINER,RICHARD,group,20,0,0,11,13.8
1932141181,LINER,THOMAS,group,20,0,0,11,13.8
1144398645,SHETH,SONYA,group,100,46,40,83.8,87.6
1992149561,CHIANG,DAVID,group,100,46,40,83.8,87.6
1205953957,ADEGBOYEGUN,ALFRED,group,,100,40,100,100
1437311289,DJALO,ANNABI,apm,100,,40,100,100
1467403543,HAMMEL,PATRICIA,group,64.9,,40,70.2,75.1
1972690618,PILLITTERI,PETER,group,64.9,,40,70.2,75.1
1124026406,WEITZMAN,HERVEY,apm,100,78.2,40,93.5,100
1689936890,ALLISON-BJOERLOEW,NATALIA,group,,,,45,45
1063687929,KIM,KYUNG,apm,100,79,40,93.7,100
1902269780,LEVIT,AARON,apm,100,79,40,93.7,100
1811343361,NATHAN,NEERA,apm,88.2,73.4,40,86.1,92.2
1104899558,WATSON,CHARLES,group,84.2,64,40,80.5,85.2
1649305608,VALENCIA,CHRISTOPHER,group,84.2,64,40,80.5,85.2
1023376969,TSUI,JOHNSON,apm,100,81.9,40,94.6,100
1316239833,PORTMAN,GERALD,apm,100,81.9,40,94.6,100
1447401419,PARTHASARATHY,KESHAV,group,96.3,,40,96.9,100
1053393496,WEN,PATRICK,group,79.3,66,40,78.4,83.4
1235265919,QUANT,EUDOCIA,group,79.3,66,40,78.4,83.4
1255399879,ULLRICH,CHRISTINA,group,79.3,66,40,78.4,83.4
1285838185,RINNE,MIKAEL,group,79.3,66,40,78.4,83.4
1326338559,CHUKWUEKE,UGONMA,group,79.3,66,40,78.4,83.4
1427024264,ABRAHM,JANET,group,79.3,66,40,78.4,83.4
1477508372,MANLEY,PETER,group,79.3,66,40,78.4,83.4
1548642135,HIRNER,JESSE,group,79.3,66,40,78.4,83.4
1558708784,MCFALINE FIGUEROA,JOSE,group,79.3,66,40,78.4,83.4
1679563910,MULLALLY,ANN,group,79.3,66,40,78.4,83.4
1760747984,GUGGINA,LAUREN,group,79.3,66,40,78.4,83.4
1871755116,RANA,HUMA,group,79.3,66,40,78.4,83.4
1891953196,NAYAK,LAKSHMI,group,79.3,66,40,78.4,83.4
1912927377,ULLRICH,NICOLE,group,79.3,66,40,78.4,83.4
1922086487,LAUBACH,JACOB,group,79.3,66,40,78.4,83.4
1922307172,BENITEZ,VIVIANA,group,79.3,66,40,78.4,83.4
1952538639,LUSKIN,MARLISE,group,79.3,66,40,78.4,83.4
1528026499,MURRAY,FRANCIS,group,97.3,0,20,61,64
1912965542,BEDFORD,JOHN,group,97.3,0,20,61,64
1457328304,GORIN,DANIEL,individual,,,,45,45
1497738330,WAKIM,W,individual,62,79,40,72.8,77.3
1184686321,CANDITO,MICHAEL,group,100,,40,100,100
1285726810,DOLBY,ELIZABETH,group,100,,40,100,100
1326277963,SHARKEY,LINDA,group,100,,40,100,100
1427513506,O'SULLIVAN,KIMBERLY,group,100,,40,100,100
1528601507,FIELDS,CHRISTOPHER,group,100,,40,100,100
1790877686,MOORE,LISA,group,100,,40,100,100
1023196037,BOWEN,THERA,group,100,,40,100,100
1386939510,VILLACIS,FABIAN,group,100,,40,100,100
1669781019,HAM,ADAM,group,100,,40,100,100
1750795910,PLASS,LAUREN,group,100,,40,100,100
1124120613,HAMJIAN,JOHN,individual,,,,45,45
1639131352,TRISTER,JON,individual,85.5,,40,87.7,95.8
1205906104,MCCARRON,CHANTAL,group,100,74,40,92.2,95.8
1831385046,CABEZA,DAVID,group,71.3,,40,75.6,80.1
1427476662,KASABWALA,KHUSHABU,group,89.1,,40,90.7,96.7
1023015542,ALTER,JEFFREY,group,65.6,,40,70.8,74.6
1841679503,CHENG,RUI,group,65.6,,40,70.8,74.6
1003173592,HSU,PETER,apm,100,,40,100,100
1861467367,CRISPINO,CARMINE,group,85,,40,87.3,94.9
1609304484,DAVIDNER,JORDAN,group,87.6,,40,89.5,94.3
1972912251,ELLIOTT,MAKENZIE,group,87.6,,40,89.5,94.3
1235138116,CHOPRA,PRADEEP,group,,,,45,45
1720472640,MARTINEZ,CELIA,apm,85.2,72.6,40,84.4,89.4
1295020162,GEBHARDT,BRIAN,group,93.4,,40,94.4,98.9
1811245632,SYED,IMRAN ALI,group,93.4,,40,94.4,98.9
1831410570,CERSOSIMO,SHAYLIN,group,93.4,,40,94.4,98.9
1447342183,SNOW,KEVIN,group,,,,45,45
1861411647,ZAIDI,MANSOOR,group,,,,45,45
1659320711,BELL,TODD,individual,40,18,40,42.4,52.4
1063832590,YEUNG,FUNG,group,,,,45,45
1134298540,CHAUDHARI,SMITA,apm,,,,45,45
1154545754,BORTAN,ALIN,apm,,,,45,45
1184868374,SONG,CHRISTOPHER,apm,,,,45,45
1194107987,NAJJAR,MAJED,apm,,,,45,45
1205895216,WOLFF,MIRELA,apm,,,,45,45
1225036981,LICATA,PAUL,apm,,,,45,45
1225048168,FREDERIKS,DAVID,apm,,,,45,45
1346246444,BALESWAREN,ANANDHI,apm,,,,45,45
1376540005,NELSON,JOHN,apm,,,,45,45
1437343688,REARDON,CLAIRE,apm,,,,45,45
1447633730,AWAD,ODAY,apm,,,,45,45
1467649558,ABDELHAFIZ,GADA,apm,,,,45,45
1467835785,BOISJOLI LANGLOIS,MELISSA,apm,,,,45,45
1568460186,LU,STEVEN,apm,,,,45,45
1578503967,DUHIG,NIALL,apm,,,,45,45
1609872845,FEDER,INGRID,apm,,,,45,45
1649331919,DEBAETS,MYRIAM,apm,,,,45,45
1659488757,DIMOV,GUEORGUI,apm,,,,45,45
1669447207,DONOVAN,KENNETH,apm,,,,45,45
1750357596,GIFFAULT,GEORGE,apm,,,,45,45
1750442794,MAIN,ROY,apm,,,,45,45
1780069930,KHAN,MOHAMMAD,apm,,,,45,45
1780679472,SULLIVAN,JAMES,apm,,,,45,45
1790954931,NGUYEN,DEREK,apm,,,,45,45
1801086509,ZEEVI,NEER,apm,,,,45,45
1821083999,FIELDS,WARREN,apm,,,,45,45
1841394137,DUCEY,STEPHEN,apm,,,,45,45
1861467367,CRISPINO,CARMINE,apm,,,,45,45
1891019519,BENJAMIN,RALPH,apm,,,,45,45
1952338147,GELFAND,ROBERT,apm,,,,45,45
1528226750,SMITH,ELIZABETH,group,100,95,40,98.5,100
1649492752,MCBEAN,JASON,group,100,95,40,98.5,100
1851488191,COHEN,IVAN,group,100,95,40,98.5,100
1467427708,RYAN,JENNIFER,apm,100,76.2,40,92.9,100
1811990013,DEUTSCH,PAUL,apm,97.4,84.9,40,94.2,100
1306803648,ZERVOS,JOHN,group,,,,45,45
1790741791,PAPPAS,ELENI,group,,,,45,45
1043599269,KELLY,JOHN,individual,,,,45,45
1245256528,JELLINEK,NATHANIEL,individual,100,83,40,94.9,97.2
1356351126,ILER,LYNN,individual,100,96,40,98.8,100
1811977804,CARNEY GODLEY,KATHLEEN,individual,100,100,40,100,100
1104813500,VO,HOAI-NU,apm,,,,45,45
1134502446,ZHOU,YOUQIN,apm,,,,45,45
1275802324,GUENIN,ALLA,apm,,,,45,45
1457386369,TEROVA,SOTIRAQ,apm,,,,45,45
1497927388,LIKHI,RISHI,apm,,,,45,45
1508125535,SHOU,CHONG,apm,,,,45,45
1780997825,KONERU,DEEPHTI,apm,,,,45,45
1821284274,HE,BIN,apm,,,,45,45
1851846513,WANG,EN-HAW,group,,,,45,45
1912106691,MALIK,FAISAL,apm,,,,45,45
1992968200,DENDI,UDAYA SENA,apm,,,,45,45
1396984159,COHEN,ERIC,apm,100,75.6,40,92.7,98.4
1740207471,HE,SHUNIAN,apm,100,76.2,40,92.9,100
1396107579,ALI,HAGGER,group,100,,40,100,100
1538131867,BERUBE,NANCY,apm,100,76.2,40,92.9,100
1003282427,ZHANG,ANG,apm,,,,45,45
1023095106,FEGAN,MARY JANE,group,76.4,,0,65,68
1043298813,BARBER,DAWN,group,76.4,,0,65,68
1124383591,MCNAMARA,SARAH,group,76.4,,0,65,68
1225018310,LEONE,MAURA,group,76.4,,0,65,68
1396188868,WILLIAMS,AMY,group,76.4,,0,65,68
1457331548,COSTANZO,ROSEMARY,group,76.4,,0,65,68
1497069033,FERRUCCI,ANGELA,group,76.4,,0,65,68
1497140214,ZHAO,CHARLIE,apm,84,88.9,40,88.7,95.2
1013907666,ALEXANDER,MARK,apm,100,74.1,40,92.2,98.9
1386750214,JOHNSON,ELIZABETH,apm,100,74.1,40,92.2,98.9
1760655567,ROBICH,MICHAEL,apm,100,74.1,40,92.2,98.9
1922141969,CADARIU,ARINA,apm,100,74.1,40,92.2,98.9
1952438384,SEIVERLING,ELIZABETH,apm,100,74.1,40,92.2,98.9
1013973627,LEVISS,JONATHAN,apm,94.8,,40,95.8,100
1093026700,SORIA GALVARRO DURAN,ERICK,apm,94.8,,40,95.8,100
1104054261,MALCOLM,SHELDON,apm,94.8,,40,95.8,100
1104370360,SAHOTA,EKKNOOR,apm,94.8,,40,95.8,100
1114368164,HUNTER,AMANDA,apm,94.8,,40,95.8,100
1134215221,MALIK,TARIQ,apm,94.8,,40,95.8,100
1154385979,WILLIAMS,KATHERINE,apm,94.8,,40,95.8,100
1235361080,ABROGUENA,JOHN PAUL,apm,94.8,,40,95.8,100
1336344357,PATEL,SONAL,apm,94.8,,40,95.8,100
1376519637,AINLEY,JEFFREY,apm,94.8,,40,95.8,100
1376528794,MARTIN,CARLA,apm,94.8,,40,95.8,100
1508859109,NG,KAREN,apm,94.8,,40,95.8,100
1568501377,SAAL,KAREN,apm,94.8,,40,95.8,100
1568693497,BICA,NATASHA,apm,94.8,,40,95.8,100
1588646632,SCHOORENS,CATHY,apm,94.8,,40,95.8,100
1598995045,THOMAS,VINOD,apm,94.8,,40,95.8,100
1629341813,MORA JARAMILLO,CESAR,apm,94.8,,40,95.8,100
1700957164,SALMON,MAGDI,apm,94.8,,40,95.8,100
1750357679,NEARY,MICHAEL,apm,94.8,,40,95.8,100
1750678884,RAY,REBECCA,apm,94.8,,40,95.8,100
1770538563,ZHOU,HUA,apm,94.8,,40,95.8,100
1790167161,ALLANA,AMBREEN,apm,94.8,,40,95.8,100
1871955369,FARHAT,ZEIN,apm,94.8,,40,95.8,100
1881687481,KHATIB,PERVEZ,apm,94.8,,40,95.8,100
1891177093,NAGIREDDI,RAMA,apm,94.8,,40,95.8,100
1891796819,MILLS,DAVID,apm,94.8,,40,95.8,100
1932455946,SALAS SANCHEZ,WILLY,apm,94.8,,40,95.8,100
1699189670,MODI,SACHIN,group,69.7,,40,74.3,79.4
1700041118,WILLIAMS,EMOLIERE,group,69.7,,40,74.3,79.4
1740259969,SAGNELLA,TONI ANN,group,25,0,0,13.8,17.1
1073597613,BUZZELL,JAMES,group,41.5,,0,35.3,39.5
1740561455,FRITZE,MICHELLE,group,41.5,,0,35.3,39.5
1346275542,KAYAL,FREDERICK,individual,,,,45,45
1225055759,KILEY,BRIAN,group,41.7,0,0,22.9,26.3
1477575249,FREITAS,WILLIAM,group,41.7,0,0,22.9,26.3
1902011885,HYDE,ROBERT,apm,97.4,76,40,91.5,98.9
1245307487,SPENCER,HENRY,individual,,,,45,45
1679665442,FRECCERO,EDWARD,individual,,,,45,45
1427468461,RASHID,JAWAD,apm,97.7,87.9,40,95.2,100
1629232244,HARRIS,CORY,apm,97.7,87.9,40,95.2,100
1043541642,TSAI,VICKI,group,100,100,40,100,100
1285955922,FILS,JACKY,group,100,100,40,100,100
1306820899,RAO,MANOHAR,group,100,100,40,100,100
1366768681,NASSER,ZIDOON,group,100,100,40,100,100
1447398805,HOLMBLAD,CHRISTIAN,group,100,100,40,100,100
1639175466,BARROW,VIRGINIA,group,100,100,40,100,100
1740309038,ZISK,JEFFREY,group,100,100,40,100,100
1770534844,PLANETA,LISA,group,100,100,40,100,100
1861481657,"SKUDDER, JR",PAUL,group,100,100,40,100,100
1902283211,JACOB,EMMANUEL,group,100,100,40,100,100
1265872956,KEHL,PATRICK,group,100,84,40,95.2,97.5
1881744456,LOUIT,AYMERIC,group,94.7,78,40,90.5,92.9
1477563088,BURKE,CHRIS,apm,99.4,87,40,95.8,100
1003198086,KARNIK,RUCHIKA,group,94.9,68,40,87.6,93.1
1003841321,TETRAULT,JEANETTE,group,94.9,68,40,87.6,93.1
1003842865,MARTIN,THOMAS,group,94.9,68,40,87.6,93.1
1003927047,GORDON-DOLE,SONIA,group,94.9,68,40,87.6,93.1
1003963117,CHOWDHURY,NAZMUL,group,94.9,68,40,87.6,93.1
1013107978,MANCINI,PETER,group,94.9,68,40,87.6,93.1
1013191949,SAULER,MAOR,group,94.9,68,40,87.6,93.1
1013192061,BONDE,PRAMOD,group,94.9,68,40,87.6,93.1
1013990837,WHITMAN,LAURA,group,94.9,68,40,87.6,93.1
1023006749,BOBBA,RAJENDRA,group,94.9,68,40,87.6,93.1
1023092459,LINDSKOG,DIETER,group,94.9,68,40,87.6,93.1
1023371689,USMAN,UZMA,group,94.9,68,40,87.6,93.1
1023450988,THAKORE,SANKET,group,94.9,68,40,87.6,93.1
1033341664,WANG,KAREN,group,94.9,68,40,87.6,93.1
1033366745,NASSIRI,NAIEM,group,94.9,68,40,87.6,93.1
1033436530,MUNIRAJ,THIRUVENGADAM,group,94.9,68,40,87.6,93.1
1033652938,KERNER,BRYAN,group,94.9,68,40,87.6,93.1
1043240997,LEE,FRANCIS,group,94.9,68,40,87.6,93.1
1043284540,ROSENBAUM,JULIE,group,94.9,68,40,87.6,93.1
1043493869,LOPEZ GONZALEZ,FELIPE,group,94.9,68,40,87.6,93.1
1053310292,ORAY SCHROM,PINAR,group,94.9,68,40,87.6,93.1
1053395814,NAGAR,ANIL,group,94.9,68,40,87.6,93.1
1053396341,COLBERG,JOHN,group,94.9,68,40,87.6,93.1
1053588905,MATEI,VERONICA,group,94.9,68,40,87.6,93.1
1053654939,SHARMA,RICHA,group,94.9,68,40,87.6,93.1
1063455376,GAISER,ROBERT,group,94.9,68,40,87.6,93.1
1063495158,FIELLIN,LYNN,group,94.9,68,40,87.6,93.1
1063497352,FOSTER,HARRIS,group,94.9,68,40,87.6,93.1
1063677474,MYUNG,PEGGY,group,94.9,68,40,87.6,93.1
1063725190,HAMEED,BILAL,group,94.9,68,40,87.6,93.1
1073567772,TONNESSEN,BRITT,group,94.9,68,40,87.6,93.1
1073700548,ALTALIB,HAMADA,group,94.9,68,40,87.6,93.1
1073771804,OGBUAGU,ONYEMA,group,94.9,68,40,87.6,93.1
1073794616,SANCHEZ DE LA CRUZ,MAYRA,group,94.9,68,40,87.6,93.1
1083695381,STRITTMATTER,STEPHEN,group,94.9,68,40,87.6,93.1
1083741417,RAZO-VAZQUEZ,ANDRES,group,94.9,68,40,87.6,93.1
1083878821,MASOUD,AMIR,group,94.9,68,40,87.6,93.1
1093041287,DONOHUE,KENNETH,group,94.9,68,40,87.6,93.1
1093709420,CHARCHAFLIEH,JEAN,group,94.9,68,40,87.6,93.1
1093741019,DEVITO,RALPH,group,94.9,68,40,87.6,93.1
1093744567,FRANCO,ISRAEL,group,94.9,68,40,87.6,93.1
1093773756,ZAGAR,DARIO,group,94.9,68,40,87.6,93.1
1093789349,NOVICKI,DAVID,group,94.9,68,40,87.6,93.1
1093797979,YOUNG,RICHARD,group,94.9,68,40,87.6,93.1
1093866782,GRUTZENDLER,JAIME,group,94.9,68,40,87.6,93.1
1093979288,CHAWLA,NIKHIL,group,94.9,68,40,87.6,93.1
1104000397,SCHWARTZ,JEREMY,group,94.9,68,40,87.6,93.1
1104040401,KOFF,JONATHAN,group,94.9,68,40,87.6,93.1
1104111509,AL BAWARDY,BADR,group,94.9,68,40,87.6,93.1
1104182658,JASNE,ADAM,group,94.9,68,40,87.6,93.1
1104184167,DESAI,KUNAL,group,94.9,68,40,87.6,93.1
1104353481,HIGGINS-CHEN,MARY,group,94.9,68,40,87.6,93.1
1104818376,PELUSO,ANTHONY,group,94.9,68,40,87.6,93.1
1104908896,YOO,BRAD,group,94.9,68,40,87.6,93.1
1114211174,STOLL,SHARON,group,94.9,68,40,87.6,93.1
1114218757,VARTHI,ARYA,group,94.9,68,40,87.6,93.1
1114908407,TANTAWY,HOSSAM,group,94.9,68,40,87.6,93.1
1114915857,LIPSITZ,KEITH,group,94.9,68,40,87.6,93.1
1124001359,BOCKENSTEDT,LINDA,group,94.9,68,40,87.6,93.1
1124014048,LEDDY,FRANKLIN,group,94.9,68,40,87.6,93.1
1124124144,DAVIS,JOHN,group,94.9,68,40,87.6,93.1
1124235015,ASSIS,DAVID,group,94.9,68,40,87.6,93.1
1124264734,DESHPANDE,RANJIT,group,94.9,68,40,87.6,93.1
1124393582,ELTORAI,ASHLEY,group,94.9,68,40,87.6,93.1
1124475223,KURFESS,JAMES,group,94.9,68,40,87.6,93.1
1134101140,ROSENBLATT,WILLIAM,group,94.9,68,40,87.6,93.1
1134102361,CRAFT,JOSEPH,group,94.9,68,40,87.6,93.1
1134301179,DICAPUA,DANIEL,group,94.9,68,40,87.6,93.1
1134350002,LUTCHMANSINGH,DENYSE,group,94.9,68,40,87.6,93.1
1134350499,SHAH,NIKETA,group,94.9,68,40,87.6,93.1
1134388861,RUBIN,PHILIP,group,94.9,68,40,87.6,93.1
1134428006,RAO,SHILPA,group,94.9,68,40,87.6,93.1
1134552185,ISHIZUKA,JEFFREY,group,94.9,68,40,87.6,93.1
1144481342,KEUNG,BENISON,group,94.9,68,40,87.6,93.1
1144519000,BROOKS,DANIEL,group,94.9,68,40,87.6,93.1
1154302842,GIRARDI,MICHAEL,group,94.9,68,40,87.6,93.1
1154525244,ELDER,ROBERT,group,94.9,68,40,87.6,93.1
1164665238,PATEL,AMAR,group,94.9,68,40,87.6,93.1
1164741260,FISAYO,ADENIYI,group,94.9,68,40,87.6,93.1
1174507685,FISHER,ROSEMARIE,group,94.9,68,40,87.6,93.1
1174548762,PASSARELLI,MARIANNE,group,94.9,68,40,87.6,93.1
1174713218,KENNEY,PATRICK,group,94.9,68,40,87.6,93.1
1174790919,PAN,JEFFREY,group,94.9,68,40,87.6,93.1
1174819916,LI,HONGJIE,group,94.9,68,40,87.6,93.1
1174880538,TZIKAS,NICHOLAS,group,94.9,68,40,87.6,93.1
1184001422,HARMON,EMILY,group,94.9,68,40,87.6,93.1
1184621419,FULKERSON,JOHN,group,94.9,68,40,87.6,93.1
1184807729,RUBIN,LEE,group,94.9,68,40,87.6,93.1
1184868069,LOOMIS,CAITLIN,group,94.9,68,40,87.6,93.1
1184945800,ASSI,ROLAND,group,94.9,68,40,87.6,93.1
1194003681,BATISTI,JENNIFER,group,94.9,68,40,87.6,93.1
1194084541,SAMUELS,STEPHANIE,group,94.9,68,40,87.6,93.1
1194701078,MARGRAF,SCOTT,group,94.9,68,40,87.6,93.1
1194706416,GARCIA TSAO,GUADALUPE,group,94.9,68,40,87.6,93.1
1194707810,GULANSKI,BARBARA,group,94.9,68,40,87.6,93.1
1194866038,CALDWELL,CARY,group,94.9,68,40,87.6,93.1
1194992735,RYU,CHANGWAN,group,94.9,68,40,87.6,93.1
1194997296,LEEPUENGTHAM,TOSANATH,group,94.9,68,40,87.6,93.1
1205024924,SHERMAN,JODI,group,94.9,68,40,87.6,93.1
1205819760,KANG,INSOO,group,94.9,68,40,87.6,93.1
1215147699,LESLIE,MICHAEL,group,94.9,68,40,87.6,93.1
1215905963,OZCAN,MEHMET,group,94.9,68,40,87.6,93.1
1215919642,ELLMAN,MATTHEW,group,94.9,68,40,87.6,93.1
1215969985,MORRIS,JAMES,group,94.9,68,40,87.6,93.1
1225011448,CHAUDHRY,SARWAT,group,94.9,68,40,87.6,93.1
1225440688,FU,PAUL,group,94.9,68,40,87.6,93.1
1235112533,LIM,JOSEPH,group,94.9,68,40,87.6,93.1
1235343864,BRITTO,CLEMENTE,group,94.9,68,40,87.6,93.1
1235450479,LIM,ILYA,group,94.9,68,40,87.6,93.1
1235497421,FAHERTY,ERIN,group,94.9,68,40,87.6,93.1
1235540816,SHUNG,DENNIS,group,94.9,68,40,87.6,93.1
1235576554,GODFREY,MARK,group,94.9,68,40,87.6,93.1
1245214287,FRIEDMAN,LLOYD,group,94.9,68,40,87.6,93.1
1245282896,KUTNER,MICHAEL,group,94.9,68,40,87.6,93.1
1245414507,BRAMLEY,KYLE,group,94.9,68,40,87.6,93.1
1245437789,OTCHERE-DARKO,LETICIA,group,94.9,68,40,87.6,93.1
1255587432,LAMBERT,SARAH,group,94.9,68,40,87.6,93.1
1265489033,MEJNARTOWICZ,SLAWOMIR,group,94.9,68,40,87.6,93.1
1265666432,LEAPMAN,MICHAEL,group,94.9,68,40,87.6,93.1
1275535015,HILBERT,JANET,group,94.9,68,40,87.6,93.1
1275791667,LIAPAKIS,ANNMARIE,group,94.9,68,40,87.6,93.1
1275894768,OZCAN,MUKADDER,group,94.9,68,40,87.6,93.1
1285079731,HUGHES,MICHELLE,group,94.9,68,40,87.6,93.1
1285615971,KURUP,VIJI,group,94.9,68,40,87.6,93.1
1285809749,TINAZ,AYSE,group,94.9,68,40,87.6,93.1
1285862425,LONGBRAKE,ERIN,group,94.9,68,40,87.6,93.1
1285946061,FREDERICKS,CAROLYN,group,94.9,68,40,87.6,93.1
1295099497,KOSIV,KATHERINE,group,94.9,68,40,87.6,93.1
1295718401,ASLANIAN,HARRY,group,94.9,68,40,87.6,93.1
1306001680,SACHAR,HAMITA,group,94.9,68,40,87.6,93.1
1306116389,PANISELLO,JOSE,group,94.9,68,40,87.6,93.1
1306283270,GOULD ROTHBERG,BONNIE,group,94.9,68,40,87.6,93.1
1306821251,COHN,LAUREN,group,94.9,68,40,87.6,93.1
1306909742,ARNOLD,CATHARINE,group,94.9,68,40,87.6,93.1
1306923255,WON,CHRISTINE,group,94.9,68,40,87.6,93.1
1306928445,THOMPSON,JAMES,group,94.9,68,40,87.6,93.1
1316064843,ROWAN,CHERISE,group,94.9,68,40,87.6,93.1
1316113152,POSSICK,JENNIFER,group,94.9,68,40,87.6,93.1
1316163124,FAJARDO,ELAINE,group,94.9,68,40,87.6,93.1
1316190275,FAROOQUE,PUE,group,94.9,68,40,87.6,93.1
1316982218,KOUMPOURAS,FOTIOS,group,94.9,68,40,87.6,93.1
1326002247,BRUNET,CRISTINA,group,94.9,68,40,87.6,93.1
1326495862,BRECHER,OREN,group,94.9,68,40,87.6,93.1
1336130715,ANTAYA,RICHARD,group,94.9,68,40,87.6,93.1
1336157221,CARAMICO,LISA,group,94.9,68,40,87.6,93.1
1336234947,ANTIN-OZERKIS,DANIELLE,group,94.9,68,40,87.6,93.1
1336324060,KING,BRETT,group,94.9,68,40,87.6,93.1
1336551589,LITTLE,ALICIA,group,94.9,68,40,87.6,93.1
1336584234,BLACK,ABA,group,94.9,68,40,87.6,93.1
1346225638,SINGH,DINESH,group,94.9,68,40,87.6,93.1
1346432820,HALL,EUGENE,group,94.9,68,40,87.6,93.1
1346435930,KOO,BRIAN,group,94.9,68,40,87.6,93.1
1346457215,ARLEN,ANGELA,group,94.9,68,40,87.6,93.1
1346558897,ANCUTA,MICHAEL,group,94.9,68,40,87.6,93.1
1346595725,GOVINDASWAMY,RADHIKA RANI,group,94.9,68,40,87.6,93.1
1356525604,KHOKHAR,BABAR,group,94.9,68,40,87.6,93.1
1356660948,PAHADE,MEETA,group,94.9,68,40,87.6,93.1
1356729941,BERLIN,JILL,group,94.9,68,40,87.6,93.1
1366427213,PISANI,MARGARET,group,94.9,68,40,87.6,93.1
1366715351,ALPER,ARIK,group,94.9,68,40,87.6,93.1
1366718538,DONG,MEI,group,94.9,68,40,87.6,93.1
1366855710,RICHEY,ELIZABETH,group,94.9,68,40,87.6,93.1
1376551697,LOMBARDO,DANIEL,group,94.9,68,40,87.6,93.1
1376727453,SCHONBERGER,ROBERT,group,94.9,68,40,87.6,93.1
1376753913,GOMEZ VILLALOBOS,JOSE,group,94.9,68,40,87.6,93.1
1376854422,BEACH,CHEYENNE,group,94.9,68,40,87.6,93.1
