pri_spec,zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient
PHYSICAL THERAPY,06480,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06484,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06488,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06489,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06492,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06498,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06511,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06512,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06514,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06516,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06517,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06518,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06519,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06525,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06604,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06605,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06606,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06611,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06614,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06704,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06708,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06712,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06716,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06750,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06757,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06759,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06762,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06770,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06776,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06786,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06787,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06790,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06795,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06798,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06801,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06804,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06807,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06810,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06811,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06812,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06820,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06824,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06825,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06830,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06831,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06840,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06850,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06851,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06855,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06870,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06877,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06878,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06880,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06883,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06890,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06897,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06902,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06903,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06905,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PHYSICAL THERAPY,06907,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
PODIATRY,01001,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01013,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01020,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01028,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01030,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01056,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01060,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01062,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01069,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01075,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01082,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01085,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01088,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01089,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01095,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01104,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01106,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01109,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01119,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01199,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01201,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01230,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01301,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01420,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01440,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01451,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01453,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01473,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01501,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01507,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01510,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01520,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01545,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01550,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01566,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01570,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01581,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01588,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01603,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01605,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01606,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01608,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01610,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01655,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01701,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01702,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01720,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01742,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01749,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01752,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01757,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01772,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01760,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01773,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01776,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01801,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01803,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01805,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01810,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01824,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01830,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01835,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01844,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01845,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01852,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01854,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01863,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01867,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01876,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01880,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01887,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,01902,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01907,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01915,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01923,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01930,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01949,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01950,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01960,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,01970,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02021,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02026,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02038,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02043,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02061,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02066,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02054,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02062,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02067,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02072,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02093,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02108,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02111,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02113,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02114,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02115,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02116,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02118,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02119,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02122,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02124,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02125,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02127,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02128,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02130,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02131,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02135,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02138,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02139,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02140,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02143,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02144,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02145,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02148,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02149,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02150,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02151,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02152,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02155,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02169,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02176,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02180,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02184,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02186,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02188,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02189,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02190,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02215,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02301,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02302,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02332,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02333,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02339,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02346,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02347,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02351,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02356,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02360,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02368,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02364,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02370,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02420,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02446,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02451,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02453,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02462,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02466,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02467,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02481,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02482,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02492,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02494,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
PODIATRY,02536,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02540,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02554,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02557,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02559,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02563,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02568,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02571,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02575,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02601,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02631,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02633,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02635,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02659,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02660,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02664,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02673,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02703,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02719,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02720,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02721,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02726,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02740,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02747,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02760,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02767,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02777,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02780,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
PODIATRY,02809,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02816,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02818,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02840,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02842,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02858,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02860,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02861,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02865,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02879,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02882,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02885,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02886,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02888,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02891,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02895,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02896,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02903,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02904,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02905,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02906,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02908,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02910,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02911,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
PODIATRY,02914,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
